ID,population,householdsize,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumKidsBornNeverMar,PctKidsBornNeverMar,NumImmig,PctImmigRecent,PctImmigRec5,PctImmigRec8,PctImmigRec10,PctRecentImmig,PctRecImmig5,PctRecImmig8,PctRecImmig10,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,OwnOccQrange,RentLowQ,RentMedian,RentHighQ,RentQrange,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,ViolentCrimesPerPop
1576,31342,3.12,16.0,29.09,13.14,5.9,0,0.0,35460,87.99,0.83,29.14,16.34,6.85,22.78,37354,12610,2164,7.05,7.74,23.51,8.91,5.5,68.46,12.15,27.29,15.76,18.82,9.18,30.11,13.47,11.38,3.42,75.51,69.58,83.35,76.53,61.19,71.68,827,3.71,2135,8.1,10.82,14.43,19.39,0.55,0.74,0.98,1.32,85.63,1.13,7.51,6.07,3.08,3.11,2.99,73.77,5.16,34.62,3,474,95.5,73.04,13.92,40.08,1968,3.95,0.41,80200,92900,111500,31300,396,442,533,137,520,26.2,22.7,13.9,13,0,6.81,43.12,54.97,72.42,81.19,377.16
842,17623,2.61,11.11,23.94,11.61,18.06,17623,100.0,38248,76.13,0.24,53.49,37.23,3.01,18.58,45118,17910,547,3.11,14.86,32.3,15.0,5.05,62.1,23.1,15.99,14.04,21.34,5.85,28.92,9.18,7.63,3.06,80.55,79.05,91.51,79.05,57.01,66.47,94,0.75,3510,12.14,17.83,22.93,28.52,2.42,3.55,4.57,5.68,70.58,4.87,3.71,2.81,2.61,2.7,2.46,64.47,2.16,44.94,3,183,97.36,62.35,0.55,30.05,1950,1.17,0.26,164900,185600,210100,45200,404,542,723,319,623,23.3,22.6,17.5,0,0,19.92,59.34,66.93,84.7,91.94,122.88
180,10637,2.16,9.99,23.83,10.25,18.45,10637,100.0,23773,69.21,0.0,43.75,35.02,8.65,19.7,26537,13164,1322,12.53,9.07,21.74,20.9,6.62,55.31,12.37,35.69,9.73,34.27,9.65,35.59,12.34,11.16,2.88,63.45,64.25,70.11,66.94,55.69,64.4,232,2.99,244,0.0,15.57,20.9,20.9,0.0,0.36,0.48,0.48,93.29,0.35,3.26,1.89,2.15,2.42,1.81,62.28,0.65,56.32,2,358,93.22,55.3,5.87,53.35,1940,1.91,1.15,30900,40900,56600,25700,256,316,386,130,402,24.4,20.1,13.8,0,0,2.29,89.14,64.43,92.84,95.93,407.12
1069,29344,2.43,11.36,25.88,11.01,10.28,29344,100.0,35669,82.0,1.15,55.73,22.25,2.94,14.56,42112,16946,1389,4.75,2.8,9.09,30.13,4.01,69.8,15.95,21.52,8.79,32.48,10.1,25.78,14.76,12.55,2.95,78.54,78.85,92.37,75.72,66.08,74.19,164,0.88,1468,16.42,23.98,32.08,35.63,0.82,1.2,1.61,1.78,93.11,1.14,2.97,2.05,2.42,2.69,2.06,64.18,2.03,47.46,3,544,95.68,57.79,0.92,7.54,1976,1.55,0.12,74700,90400,112000,37300,370,428,520,150,484,24.1,21.7,11.6,16,0,5.0,44.77,36.6,61.26,82.85,218.59
1047,28150,2.57,11.48,24.15,11.43,14.49,28150,100.0,44109,76.55,0.84,56.18,30.65,4.73,19.44,53866,20202,1175,4.23,2.89,12.3,31.39,4.8,64.8,13.52,31.28,6.7,38.72,5.22,32.35,8.96,7.27,3.15,83.41,82.92,93.05,87.78,56.34,68.83,261,1.25,1563,9.79,14.2,21.63,24.12,0.54,0.79,1.2,1.34,94.08,0.73,4.45,3.07,2.54,2.91,1.85,74.86,0.65,41.74,3,356,96.85,65.4,1.12,28.65,1939,0.4,0.19,170100,196100,235200,65100,396,588,710,314,628,25.7,21.5,13.2,0,0,5.55,80.22,70.97,89.91,94.83,73.07
1344,27925,3.56,24.38,45.9,31.62,6.02,0,0.0,17876,80.13,1.48,32.19,18.63,8.53,11.04,27646,9273,5415,30.0,9.59,26.65,21.39,8.13,40.82,5.88,27.63,8.17,28.34,19.09,45.7,10.61,15.85,3.08,64.91,61.06,72.41,70.14,70.96,74.98,741,6.48,1453,13.63,18.17,35.51,53.34,0.71,0.95,1.85,2.78,85.84,2.32,5.13,2.71,2.33,2.5,2.23,39.19,7.18,66.65,2,1283,85.96,36.44,2.1,32.11,1973,10.77,0.44,39300,62700,82900,43600,259,331,398,139,389,32.4,18.0,16.4,3,0,5.2,70.24,30.03,47.8,92.78,744.75
514,26359,2.46,12.67,23.36,10.41,14.91,0,0.0,26405,70.25,1.8,45.32,33.16,4.75,14.05,33145,13776,2782,10.74,7.5,20.03,21.89,4.86,59.77,25.13,19.98,11.6,27.6,9.07,20.26,12.24,10.78,2.98,78.09,75.96,81.23,84.54,65.51,69.41,265,1.21,305,5.57,11.48,13.11,20.0,0.06,0.13,0.15,0.23,96.39,0.56,3.81,2.64,2.41,2.47,2.26,71.9,1.98,48.54,3,1561,87.3,70.01,2.56,53.75,1957,6.79,0.23,31600,48600,71500,39900,185,261,334,149,346,24.2,16.8,11.7,48,0,1.16,61.26,54.35,77.45,88.56,236.38
576,782248,3.13,14.34,30.37,14.46,6.56,782225,100.0,46206,86.8,0.59,42.18,15.98,8.94,11.92,50281,16905,71676,9.31,10.84,22.84,25.33,5.54,68.79,31.29,17.88,12.77,28.7,9.68,37.23,13.66,11.64,3.5,74.89,68.69,83.8,77.23,59.45,66.95,20538,3.89,207041,18.12,28.53,41.16,55.16,4.8,7.55,10.89,14.6,61.46,9.11,12.42,9.31,3.08,3.08,3.08,61.33,14.88,46.64,3,9147,96.47,61.29,2.07,18.74,1970,1.55,0.48,205800,259100,325900,120100,554,692,888,334,755,28.9,25.6,11.9,917,145,26.47,46.54,45.6,80.84,87.8,646.17
922,14967,2.6,13.56,26.03,11.61,7.51,14967,100.0,36999,86.99,0.77,40.13,19.6,2.81,12.7,42389,16348,686,4.63,6.84,15.17,23.44,2.87,73.48,10.78,21.9,8.96,30.52,7.98,25.52,12.95,10.59,3.0,78.04,77.62,89.0,77.05,80.9,85.27,102,1.02,226,6.19,6.19,21.24,21.24,0.09,0.09,0.32,0.32,97.75,0.29,2.31,1.73,2.57,2.7,2.33,68.96,1.2,30.31,3,211,96.47,65.67,0.47,37.91,1974,1.32,0.07,64200,78100,95000,30800,330,394,467,137,498,24.5,21.7,11.7,0,0,1.51,70.08,49.25,77.25,88.56,281.32
364,33510,2.47,9.81,24.68,10.15,14.98,33510,100.0,41495,75.22,0.35,47.82,29.56,5.91,12.85,51090,20993,2659,8.31,6.43,17.01,28.67,5.54,60.41,9.97,25.96,9.93,32.9,9.65,36.38,11.67,10.72,3.05,74.22,69.11,91.68,70.36,46.36,61.72,698,2.95,4672,10.68,17.23,25.26,34.27,1.49,2.4,3.52,4.78,80.95,2.98,6.35,3.77,2.35,2.56,2.14,55.35,6.25,62.29,2,1766,88.5,50.9,3.74,59.68,1955,1.63,0.29,153300,187600,240100,86800,537,678,864,327,758,27.9,23.3,16.9,0,0,13.94,72.49,55.11,82.37,93.36,383.57
1553,15244,3.05,37.31,55.81,45.03,7.83,0,0.0,19672,81.87,2.49,46.16,19.98,5.9,13.42,28917,9490,2908,25.93,6.95,16.0,35.13,8.12,52.68,8.38,37.94,8.55,29.09,4.94,59.59,7.18,6.09,2.87,73.49,71.92,85.07,74.1,57.07,69.22,172,2.6,481,37.84,49.9,56.34,61.75,1.19,1.57,1.78,1.95,94.28,0.32,2.43,1.36,2.26,2.5,2.08,46.83,1.66,58.66,2,458,91.61,42.32,1.09,26.86,1967,5.04,0.15,43600,62300,83000,39400,205,290,360,155,350,32.7,18.7,10.9,0,0,3.16,62.58,25.01,41.24,82.88,208.53
427,13883,3.0,14.88,27.28,12.84,11.73,0,0.0,25679,75.39,1.35,28.0,30.9,8.31,11.95,29419,10459,2220,16.54,18.52,38.51,10.94,6.75,59.92,29.15,18.11,25.31,16.72,9.36,25.52,11.3,10.4,3.41,73.79,66.66,84.24,71.92,62.38,72.12,387,3.21,927,11.65,15.86,40.45,60.09,0.78,1.06,2.7,4.01,77.67,4.15,9.25,7.09,2.92,2.91,2.95,63.98,8.78,44.74,3,427,91.54,64.33,2.58,44.26,1965,15.37,0.7,35700,52900,73900,38200,209,303,392,183,427,26.3,18.7,13.8,0,0,6.71,82.39,55.38,84.55,95.83,260.79
1248,24800,2.37,12.67,26.36,12.43,16.07,0,0.0,21619,70.61,0.46,37.2,33.74,10.12,19.34,26598,11203,3588,14.61,11.62,36.72,8.15,4.84,60.18,29.91,22.08,27.92,15.06,12.01,32.28,15.02,13.64,2.97,62.65,60.01,63.67,71.81,63.88,73.48,794,3.87,583,22.47,24.53,27.62,32.59,0.53,0.58,0.65,0.77,89.96,2.27,3.94,2.5,2.34,2.51,2.15,55.98,1.69,47.79,3,528,95.2,52.09,3.79,38.07,1939,5.21,1.01,33900,45000,63900,30000,200,267,335,135,312,23.8,19.0,12.6,4,0,2.35,85.26,56.04,88.52,93.13,297.37
1271,24426,2.48,12.57,26.41,12.27,14.11,0,0.0,25000,71.7,0.14,40.48,30.99,8.2,20.73,32646,12498,3454,14.45,8.74,26.45,14.17,7.44,56.83,26.09,24.3,22.63,20.46,11.32,30.13,12.59,12.01,3.11,69.73,69.79,76.39,77.07,60.13,67.9,897,4.74,544,0.0,2.76,8.09,10.11,0.0,0.06,0.18,0.23,94.98,0.77,4.27,2.72,2.43,2.75,2.02,63.25,1.49,49.27,3,509,95.09,55.85,4.13,48.53,1939,7.66,0.1,40200,55200,73400,33200,228,292,363,135,363,27.9,18.6,16.4,0,0,2.23,85.35,55.04,89.56,95.48,911.96
347,13882,2.43,12.33,26.28,12.32,10.34,13882,100.0,34835,83.12,1.19,42.38,21.6,3.16,16.17,40331,15627,547,3.98,7.65,19.58,16.17,4.39,67.49,23.95,18.47,15.08,28.65,10.75,24.18,13.83,12.37,2.92,76.97,77.2,90.38,79.25,69.25,77.44,65,0.65,194,0.0,0.0,19.07,35.05,0.0,0.0,0.27,0.49,97.39,0.25,2.1,1.45,2.4,2.68,1.93,70.38,0.95,38.78,3,153,97.39,63.08,0.0,15.69,1966,1.54,0.0,59700,76900,96500,36800,282,336,392,110,404,21.5,18.3,11.4,0,0,1.4,73.33,53.36,85.26,93.52,113.81
1103,16786,2.78,12.28,22.69,11.38,11.62,14212,84.67,52044,80.91,0.67,53.21,26.04,4.77,20.39,59168,22156,648,3.91,1.89,6.75,39.95,4.75,65.71,10.39,30.5,5.89,41.33,6.19,28.83,9.6,8.0,3.2,84.75,84.17,94.19,90.25,58.0,67.31,48,0.34,628,14.81,25.48,28.82,31.53,0.55,0.95,1.08,1.18,95.35,0.61,4.76,3.61,2.75,2.9,2.14,84.94,0.65,25.61,3,950,86.4,80.61,9.47,82.0,1954,0.61,0.19,169500,203600,253400,83900,290,569,831,541,627,23.5,23.5,13.0,3,0,3.74,75.1,67.4,84.16,93.36,39.21
1561,24730,2.34,11.5,22.54,11.15,21.77,0,0.0,20927,64.73,0.25,44.64,44.3,8.6,21.07,26818,11512,3292,13.48,11.83,28.34,10.31,6.05,51.83,26.25,22.9,24.77,20.07,8.11,30.66,9.59,8.93,2.97,72.57,70.75,76.9,70.12,46.01,56.71,373,1.86,619,10.34,11.63,14.7,19.71,0.26,0.29,0.37,0.49,93.38,0.6,3.92,2.51,2.32,2.49,2.05,64.84,1.0,39.43,3,769,93.22,60.33,2.21,56.83,1939,2.91,0.31,29800,43900,67600,37800,179,242,312,133,306,24.1,19.3,14.6,0,0,2.5,88.85,69.51,90.66,95.63,113.34
531,18630,2.7,11.8,20.64,9.94,15.09,18630,100.0,83275,80.91,0.5,76.81,29.27,2.17,15.57,102529,52621,359,1.94,3.17,7.27,60.94,2.25,62.44,8.72,33.93,2.04,56.1,3.8,25.54,6.26,5.1,3.06,89.7,89.53,98.86,87.22,45.55,55.46,72,0.53,2477,11.51,17.12,20.79,27.49,1.53,2.28,2.76,3.66,83.99,1.23,3.16,2.48,2.68,2.85,1.92,86.96,0.54,20.15,3,199,97.2,81.76,1.51,37.69,1947,0.17,0.24,264600,382300,500001,235401,639,792,979,340,849,27.1,19.8,12.8,9,0,13.3,44.14,66.9,80.27,85.71,116.35
577,11304,2.43,12.0,23.99,11.3,17.24,11304,100.0,23999,66.01,0.06,41.89,39.68,7.56,25.16,29559,11483,1358,12.06,9.78,29.14,12.54,7.86,52.83,22.72,25.68,16.37,20.71,8.52,27.08,12.32,10.58,3.01,76.32,73.57,91.58,74.1,53.62,60.53,74,0.78,308,1.62,4.22,4.22,5.84,0.04,0.12,0.12,0.16,92.27,0.48,3.59,2.45,2.43,2.59,2.11,71.66,1.31,42.98,3,198,95.91,67.23,1.52,34.85,1953,3.96,0.78,31700,43300,59200,27500,209,273,329,120,348,22.7,16.0,14.1,0,0,2.72,77.75,71.14,90.67,96.55,60.84
737,26455,2.3,12.18,21.17,11.91,23.98,0,0.0,22517,61.73,0.44,49.99,42.7,4.81,26.02,29473,13851,3354,13.27,5.4,16.66,23.51,6.89,45.52,7.11,32.91,9.59,28.75,11.07,27.2,13.71,12.43,2.71,72.45,71.03,86.73,78.24,58.09,68.22,238,1.06,892,9.08,11.55,13.9,14.24,0.31,0.39,0.47,0.48,92.87,0.43,3.1,1.95,2.2,2.25,2.12,65.93,2.56,59.55,2,1914,85.71,64.6,0.89,26.49,1974,7.46,0.47,71500,94600,133400,61900,281,356,458,177,423,30.7,23.0,12.2,14,0,3.38,25.02,38.2,61.48,74.12,438.76
1418,59682,3.82,17.94,34.82,17.5,4.72,59682,100.0,41958,87.93,1.09,32.28,15.22,7.13,10.64,46480,12916,3772,7.36,11.44,25.79,11.82,5.53,56.41,20.1,17.51,15.19,22.94,6.9,48.37,12.69,9.3,3.63,79.91,75.09,89.72,84.24,55.7,66.93,1418,3.78,10275,11.41,19.03,27.44,37.04,1.96,3.28,4.72,6.38,69.45,5.65,11.59,9.44,3.27,3.34,3.12,69.36,11.75,38.59,3,501,96.9,67.89,1.0,10.98,1976,2.26,0.43,139400,172200,208400,69000,498,605,696,198,656,30.2,25.2,12.5,0,0,17.22,56.77,43.8,60.7,93.11,950.76
661,19460,2.54,14.5,23.98,11.82,15.67,0,0.0,16769,64.79,1.04,29.73,35.04,15.81,16.21,22258,10387,6051,31.79,15.56,31.12,18.69,12.38,47.77,14.39,27.69,13.11,31.42,11.68,30.57,14.89,13.49,3.12,53.27,47.08,52.64,54.68,64.71,67.96,1923,10.44,74,9.46,9.46,9.46,9.46,0.04,0.04,0.04,0.04,98.09,0.26,5.45,3.69,2.49,2.48,2.5,62.23,3.71,42.94,3,1000,88.45,62.36,4.0,53.2,1957,8.54,0.95,31200,45700,70000,38800,99,169,274,175,277,28.2,21.0,15.6,0,0,0.38,79.54,61.25,87.63,92.11,549.22
637,15655,2.6,14.42,26.09,12.94,15.02,0,0.0,18499,75.0,0.69,24.1,34.68,13.17,14.45,21753,10912,3699,24.07,21.8,43.91,11.92,7.91,57.23,32.28,20.54,28.7,19.28,11.55,33.05,16.06,14.13,3.1,49.68,42.97,50.51,49.82,66.97,75.86,1450,9.53,181,11.6,26.52,26.52,37.02,0.13,0.31,0.31,0.43,96.9,0.68,6.31,4.4,2.54,2.46,2.63,50.62,5.05,46.78,3,429,93.34,52.29,4.9,45.45,1960,12.61,1.45,33800,50800,74400,40600,116,180,249,133,316,29.5,18.5,13.9,0,0,1.15,81.21,57.15,86.06,91.66,1770.94
708,30981,2.09,10.19,34.22,14.17,7.72,30981,100.0,33863,87.59,0.58,42.47,14.56,2.73,8.89,40482,19158,2004,6.57,5.7,15.33,34.13,3.92,76.17,10.61,17.65,7.26,33.69,13.34,37.6,17.61,15.61,2.81,67.96,64.13,86.62,71.7,70.24,76.03,495,2.83,1834,24.75,40.73,51.8,59.16,1.47,2.41,3.07,3.5,91.34,1.51,2.83,1.42,2.06,2.24,1.93,46.77,2.02,66.44,2,1987,88.19,43.09,1.31,10.32,1979,2.78,0.21,64000,78100,98300,34300,412,476,577,165,562,24.4,20.2,13.3,0,8,5.92,42.71,37.42,57.98,71.52,447.45
244,110330,2.74,16.76,30.88,16.61,5.28,110330,100.0,56307,88.86,0.52,55.05,10.67,2.39,7.47,64717,25332,6948,6.44,1.39,4.88,52.85,3.32,72.24,17.21,28.57,3.81,47.57,7.85,34.85,13.56,10.84,3.13,80.78,81.17,91.98,79.0,55.89,65.47,589,1.02,24629,15.76,25.82,38.89,50.01,3.52,5.76,8.68,11.16,74.45,3.5,3.82,2.67,2.69,2.79,2.51,64.94,4.83,48.4,3,1964,95.35,62.46,0.15,13.65,1980,0.2,0.16,228600,294700,379600,151000,758,913,1001,243,925,29.3,26.6,12.3,10,0,22.32,39.22,35.2,65.4,80.85,111.68
908,114144,2.79,14.83,31.81,16.71,9.13,114144,100.0,41921,84.84,0.67,44.88,18.57,4.8,14.74,48604,19098,10985,9.81,7.99,17.28,29.83,4.66,68.2,23.1,20.32,12.09,31.32,9.39,37.01,13.0,11.2,3.24,76.35,71.47,83.44,77.86,56.94,64.08,2012,2.58,26981,20.05,31.6,40.84,51.59,4.74,7.47,9.65,12.2,68.81,8.75,8.88,6.23,2.74,2.83,2.64,56.76,11.05,52.97,2,2084,95.15,55.1,0.86,8.16,1966,1.95,0.18,182300,234600,341400,159100,559,659,791,232,706,29.4,23.5,11.3,64,27,23.64,41.83,44.7,73.67,86.59,530.44
1539,13364,5.28,13.14,39.97,18.07,4.53,0,0.0,21558,74.78,1.16,20.9,23.46,23.06,12.41,22358,8270,1965,24.15,18.56,42.24,5.43,12.35,26.3,7.99,19.49,20.51,16.91,6.78,61.96,12.95,8.44,3.68,69.24,63.5,64.77,74.33,52.01,56.18,665,9.3,2136,14.23,23.5,25.51,36.05,2.27,3.76,4.08,5.76,55.84,7.92,14.14,11.53,3.28,3.25,3.32,55.43,18.4,52.4,2,181,93.33,55.94,1.66,47.51,1969,15.82,0.22,46000,58300,74100,28100,190,294,388,198,379,26.1,21.8,12.5,0,0,16.1,56.75,41.71,55.09,91.92,764.68
1563,13383,2.44,12.8,27.18,12.52,14.68,13383,100.0,29549,75.48,0.62,41.65,32.75,4.15,21.52,34061,14783,680,5.2,7.48,23.02,10.44,4.41,61.62,18.5,22.54,16.86,18.74,10.68,24.88,14.6,12.82,2.94,73.57,70.81,89.77,80.25,65.85,68.71,183,1.67,155,0.0,3.23,12.26,19.35,0.0,0.04,0.14,0.22,96.94,0.55,3.06,2.06,2.39,2.61,2.06,66.32,1.29,53.95,2,269,95.33,60.86,0.37,19.33,1960,2.53,0.3,47800,57200,68100,20300,297,373,436,139,433,22.0,16.6,11.8,0,0,1.16,75.33,50.73,86.44,94.24,167.34
862,18794,2.67,13.87,26.24,12.56,12.15,0,0.0,26498,77.22,1.83,28.94,27.49,8.68,13.15,32413,11677,3015,16.34,17.27,36.09,11.55,6.6,60.45,31.2,20.38,25.34,20.43,12.0,24.95,15.11,13.67,3.07,69.16,63.87,80.26,77.61,67.51,71.72,550,3.6,134,29.85,29.85,39.55,39.55,0.21,0.21,0.28,0.28,98.04,0.13,3.93,2.89,2.6,2.65,2.51,62.55,3.06,44.62,3,607,92.05,61.34,1.98,28.5,1969,7.81,0.21,46200,61900,82400,36200,194,306,372,178,382,24.0,18.7,13.4,6,0,0.71,75.08,43.45,80.27,89.34,930.28
1008,72388,3.31,16.06,28.59,12.9,6.19,72388,100.0,36233,81.99,0.54,26.33,20.68,12.49,15.13,38483,11862,8720,12.12,8.65,26.81,10.16,8.12,61.96,17.46,19.91,19.44,19.31,9.55,29.11,14.28,12.01,3.67,73.99,68.69,79.18,72.71,50.67,60.06,2791,5.08,9378,17.33,26.68,38.29,48.18,2.24,3.46,4.96,6.24,75.96,5.15,13.44,10.95,3.3,3.36,3.18,71.2,11.55,36.28,3,1943,91.85,70.04,2.32,25.48,1977,3.63,0.19,100700,125500,146600,45900,403,510,617,214,583,32.6,25.0,12.3,10,1,12.96,55.18,41.23,65.03,92.92,1380.76
313,10883,2.83,11.31,19.12,8.98,14.11,10883,100.0,65976,81.91,0.59,68.08,30.53,1.0,19.48,72280,27754,168,1.54,1.64,6.02,53.23,2.24,65.01,14.75,29.4,3.28,51.47,3.21,23.85,6.46,4.9,3.13,91.88,90.93,98.91,82.47,49.27,62.72,49,0.61,1035,9.08,34.01,37.97,41.35,0.86,3.23,3.61,3.93,88.4,1.02,3.15,2.65,2.83,2.87,2.42,92.42,0.39,12.34,3,112,97.17,91.15,0.0,36.61,1950,0.1,0.1,213600,255500,302600,89000,735,930,1001,266,1001,29.1,23.3,15.0,0,0,9.51,43.35,72.01,84.73,89.1,78.88
436,23221,2.61,13.01,26.64,11.8,7.31,23235,100.0,38962,87.98,0.87,49.27,15.54,2.32,12.05,44725,17302,785,3.42,4.44,14.51,27.47,2.92,73.86,17.5,23.53,11.0,32.03,8.89,24.33,13.4,11.28,3.04,80.57,80.02,90.26,86.79,72.37,75.95,237,1.53,377,7.69,14.32,19.1,22.81,0.12,0.23,0.31,0.37,96.54,0.32,2.33,1.73,2.58,2.8,2.1,74.74,0.74,31.87,3,469,94.99,68.94,2.13,14.71,1974,1.3,0.04,57900,73400,94000,36100,307,378,480,173,438,20.2,17.6,11.5,0,0,1.62,71.61,49.39,82.98,87.28,395.27
1546,46209,2.58,25.63,47.53,34.09,5.54,46209,100.0,29044,86.52,1.0,59.72,10.9,3.33,10.77,47262,15269,11222,25.47,2.1,5.02,63.78,5.43,63.15,4.16,50.43,4.23,46.94,5.94,55.94,10.19,8.14,2.92,75.19,75.47,89.22,74.67,59.99,70.34,265,1.38,6434,23.0,30.25,42.45,52.1,3.2,4.21,5.91,7.25,81.86,1.23,2.83,1.79,2.46,2.59,2.38,42.81,5.51,53.15,2,356,98.05,40.77,1.69,13.76,1973,0.84,0.09,150600,191300,244100,93500,449,547,686,237,588,35.1,22.0,11.1,0,0,13.92,51.48,26.95,46.0,84.33,138.1
611,12200,2.67,14.4,24.45,11.92,15.54,12200,100.0,21085,70.71,0.31,19.57,37.59,9.23,19.36,26521,9834,2429,20.54,11.26,28.75,17.11,8.52,54.07,12.73,32.27,15.66,23.49,10.93,30.09,15.64,13.64,3.17,58.34,53.38,66.33,57.17,75.03,80.08,527,4.85,65,0.0,13.85,13.85,52.31,0.0,0.07,0.07,0.28,96.4,0.36,6.31,4.55,2.59,2.68,2.44,65.13,3.15,46.13,3,420,91.58,62.92,8.81,35.71,1957,5.06,0.4,34900,50500,70800,35900,122,209,288,166,314,26.3,20.3,13.6,0,5,0.53,87.16,60.27,90.55,93.78,1938.17
309,19279,2.5,14.58,26.91,13.49,13.32,19279,100.0,29426,73.95,0.4,46.22,27.91,5.84,24.72,34883,13233,1492,7.91,3.29,11.75,24.08,6.18,59.56,7.34,23.49,8.79,29.19,10.33,25.28,14.7,12.7,3.0,74.37,73.48,83.52,80.14,62.76,71.33,274,1.96,1223,15.62,23.3,35.0,38.92,0.99,1.48,2.22,2.47,91.14,1.19,3.97,2.67,2.44,2.65,2.22,54.86,3.16,50.66,2,359,95.56,50.45,1.39,12.53,1974,1.88,0.24,60500,71700,88600,28100,327,400,511,184,473,25.9,20.8,12.3,0,0,6.34,41.67,39.2,64.94,80.08,280.63
1250,10592,2.31,11.06,20.94,9.64,17.2,0,0.0,32708,63.71,1.33,48.9,33.99,9.91,22.32,42660,18111,855,8.21,5.22,15.03,26.43,4.14,56.61,9.86,26.59,7.29,33.47,12.57,22.81,16.82,14.89,2.84,72.11,71.22,87.32,76.74,56.06,71.44,151,1.95,467,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.2,93.28,1.41,2.8,1.79,2.27,2.48,2.02,59.2,2.49,53.09,2,193,95.95,54.22,1.55,11.4,1970,0.94,0.63,122700,166200,231700,109000,370,477,599,229,537,31.5,24.1,11.7,0,0,4.41,59.45,40.72,69.78,94.0,377.36
431,22430,2.67,19.96,32.9,21.18,12.62,0,0.0,31235,79.04,0.93,51.45,28.59,4.67,16.39,38391,14246,1632,8.06,6.21,16.34,28.98,6.42,63.92,19.92,27.04,13.56,28.3,8.61,35.27,11.97,10.46,2.97,74.41,73.75,80.96,82.82,66.56,75.69,281,1.74,594,7.41,21.38,26.77,30.3,0.2,0.57,0.71,0.8,95.33,0.52,2.93,1.94,2.42,2.67,2.07,64.12,1.25,48.35,3,450,94.91,58.09,0.44,25.78,1954,4.6,0.33,90900,113000,142400,51500,346,481,595,249,542,29.7,23.7,15.5,1,0,2.65,48.31,47.1,71.82,79.59,422.05
999,40091,2.59,17.11,28.9,18.54,15.59,40091,100.0,47506,78.77,0.98,56.73,28.72,3.79,13.87,64036,30852,2329,6.47,4.82,10.4,49.12,4.03,59.99,5.7,38.5,2.29,48.86,8.04,39.6,13.13,10.74,2.93,79.7,76.81,88.7,79.57,50.27,60.42,277,1.16,14275,11.31,16.45,21.18,27.36,4.03,5.86,7.54,9.74,51.8,6.93,4.25,2.66,2.33,2.58,1.89,70.47,6.32,50.96,2,1101,93.35,63.61,2.45,28.79,1956,1.25,0.04,153100,223500,350700,197600,404,476,604,200,540,27.2,22.2,13.3,0,0,35.61,21.83,45.18,72.92,77.58,974.36
399,19949,2.76,12.94,20.71,10.25,15.13,19949,100.0,48483,77.12,0.55,67.37,35.1,1.14,20.7,52340,21529,249,1.27,5.04,12.33,33.16,2.81,61.56,19.83,30.14,5.81,42.29,4.13,23.91,6.05,5.14,3.12,90.61,89.64,98.88,88.92,62.78,66.81,51,0.31,1262,4.28,4.91,6.81,13.47,0.27,0.31,0.43,0.85,89.28,1.26,3.78,3.03,2.72,2.82,1.95,92.01,0.57,23.09,3,167,97.74,88.83,0.0,29.94,1966,0.1,0.0,81200,102400,138000,56800,403,461,519,116,558,23.4,16.9,12.1,0,0,6.33,54.37,65.83,85.55,86.78,199.2
424,70487,2.59,16.05,28.26,15.37,13.59,70487,100.0,21407,69.94,0.31,30.37,31.35,14.47,20.99,26838,10648,13999,20.87,9.79,31.67,10.88,8.74,53.25,23.26,27.3,21.54,21.14,12.56,30.85,15.9,14.39,3.06,62.98,58.23,65.59,60.85,59.71,65.42,2855,5.0,765,15.42,20.0,22.48,26.93,0.17,0.22,0.24,0.29,97.1,0.28,4.94,3.37,2.47,2.53,2.41,56.97,2.14,51.98,2,2315,92.17,55.8,8.42,46.39,1946,8.94,0.58,31300,42000,58600,27300,180,247,316,136,351,27.6,17.1,13.1,2,8,1.09,78.59,50.9,84.72,91.94,1497.92
